time,ask_price,bid_price
2017-08-14 00:01:39,142.104,142.104
2017-08-14 00:01:40,142.104,142.104
2017-08-14 00:01:42,142.104,142.104
2017-08-14 00:01:43,142.104,142.104
2017-08-14 00:01:44,142.104,142.104
2017-08-14 00:01:45,142.104,142.104
2017-08-14 00:01:46,142.104,142.104
2017-08-14 00:01:47,142.104,142.104
2017-08-14 00:01:49,142.104,142.104
2017-08-14 00:01:50,142.104,142.104
2017-08-14 00:01:51,142.104,142.104
2017-08-14 00:01:52,142.104,142.104
2017-08-14 00:01:53,142.104,142.104
2017-08-14 00:01:55,142.104,142.104
2017-08-14 00:01:56,142.104,142.104
2017-08-14 00:01:57,142.104,142.104
2017-08-14 00:01:58,142.104,142.104
2017-08-14 00:01:59,142.104,142.104
2017-08-14 00:02:00,142.104,142.104
2017-08-14 00:02:02,142.104,142.104
2017-08-14 00:02:03,142.104,142.104
2017-08-14 00:02:04,142.104,142.104
2017-08-14 00:02:05,142.104,142.104
2017-08-14 00:02:06,142.104,142.104
2017-08-14 00:02:08,142.104,142.104
2017-08-14 00:02:09,142.104,142.104
2017-08-14 00:02:10,142.104,142.104
2017-08-14 00:02:11,142.104,142.104
2017-08-14 00:02:12,142.104,142.104
2017-08-14 00:02:13,142.104,142.104
2017-08-14 00:02:15,142.104,142.104
2017-08-14 00:02:16,142.104,142.104
2017-08-14 00:02:17,142.104,142.104
2017-08-14 00:02:18,142.104,142.104
2017-08-14 00:02:19,142.104,142.104
2017-08-14 00:02:20,142.104,142.104
2017-08-14 00:02:22,142.104,142.104
2017-08-14 00:02:23,142.104,142.104
2017-08-14 00:02:24,142.104,142.104
2017-08-14 00:02:25,142.104,142.104
2017-08-14 00:02:26,142.104,142.104
2017-08-14 00:02:28,142.104,142.104
2017-08-14 00:02:29,142.104,142.104
2017-08-14 00:02:30,142.104,142.104
2017-08-14 00:02:31,142.104,142.104
2017-08-14 00:02:32,142.104,142.104
2017-08-14 00:02:33,142.104,142.104
2017-08-14 00:02:35,142.104,142.104
2017-08-14 00:02:36,142.104,142.104
2017-08-14 00:02:37,142.104,142.104
2017-08-14 00:02:38,142.104,142.104
2017-08-14 00:02:39,142.104,142.104
2017-08-14 00:02:40,142.104,142.104
2017-08-14 00:02:42,142.104,142.104
2017-08-14 00:02:43,142.104,142.104
2017-08-14 00:02:44,142.104,142.104
2017-08-14 00:02:45,142.104,142.104
2017-08-14 00:02:46,142.104,142.104
2017-08-14 00:02:48,142.104,142.104
2017-08-14 00:02:49,142.104,142.104
2017-08-14 00:02:50,142.104,142.104
2017-08-14 00:02:51,142.104,142.104
2017-08-14 00:02:52,142.104,142.104
2017-08-14 00:02:53,142.104,142.104
2017-08-14 00:02:55,142.104,142.104
2017-08-14 00:02:56,142.104,142.104
2017-08-14 00:02:57,142.104,142.104
2017-08-14 00:02:58,142.104,142.104
2017-08-14 00:02:59,142.104,142.104
2017-08-14 00:03:00,142.104,142.104
2017-08-14 00:03:02,142.104,142.104
2017-08-14 00:03:03,142.104,142.104
2017-08-14 00:03:04,142.104,142.104
2017-08-14 00:03:05,142.104,142.104
2017-08-14 00:03:06,142.104,142.104
2017-08-14 00:03:08,142.104,142.104
2017-08-14 00:03:09,142.104,142.104
2017-08-14 00:03:10,142.104,142.104
2017-08-14 00:03:11,142.104,142.104
2017-08-14 00:03:12,142.104,142.104
2017-08-14 00:03:13,142.104,142.104
2017-08-14 00:03:15,142.104,142.104
2017-08-14 00:03:16,142.104,142.104
2017-08-14 00:03:17,142.104,142.104
2017-08-14 00:03:18,142.104,142.104
2017-08-14 00:03:19,142.104,142.104
2017-08-14 00:03:21,142.104,142.104
2017-08-14 00:03:22,142.104,142.104
2017-08-14 00:03:23,142.104,142.104
2017-08-14 00:03:24,142.104,142.104
2017-08-14 00:03:25,142.104,142.104
2017-08-14 00:03:26,142.104,142.104
2017-08-14 00:03:28,142.104,142.104
2017-08-14 00:03:29,142.104,142.104
2017-08-14 00:03:30,142.104,142.104
2017-08-14 00:03:31,142.104,142.104
2017-08-14 00:03:32,142.104,142.104
2017-08-14 00:03:33,142.104,142.104
2017-08-14 00:03:35,142.104,142.104
2017-08-14 00:03:36,142.104,142.104
2017-08-14 00:03:37,142.104,142.104
2017-08-14 00:03:38,142.104,142.104
2017-08-14 00:03:39,142.104,142.104
2017-08-14 00:03:41,142.104,142.104
2017-08-14 00:03:42,142.104,142.104
2017-08-14 00:03:43,142.104,142.104
2017-08-14 00:03:44,142.104,142.104
2017-08-14 00:03:45,142.104,142.104
2017-08-14 00:03:46,142.104,142.104
2017-08-14 00:03:48,142.104,142.104
2017-08-14 00:03:49,142.104,142.104
2017-08-14 00:03:50,142.104,142.104
2017-08-14 00:03:51,142.104,142.104
2017-08-14 00:03:52,142.104,142.104
2017-08-14 00:03:53,142.104,142.104
2017-08-14 00:03:55,142.104,142.104
2017-08-14 00:03:56,142.104,142.104
2017-08-14 00:03:57,142.104,142.104
2017-08-14 00:03:58,142.104,142.104
2017-08-14 00:03:59,142.104,142.104
2017-08-14 00:04:01,142.104,142.104
2017-08-14 00:04:02,142.104,142.104
2017-08-14 00:04:03,142.104,142.104
2017-08-14 00:04:04,142.104,142.104
2017-08-14 00:04:05,142.104,142.104
2017-08-14 00:04:06,142.104,142.104
2017-08-14 00:04:08,142.104,142.104
2017-08-14 00:04:09,142.104,142.104
2017-08-14 00:04:10,142.104,142.104
2017-08-14 00:04:11,142.104,142.104
2017-08-14 00:04:12,142.104,142.104
2017-08-14 00:04:14,142.104,142.104
2017-08-14 00:04:15,142.104,142.104
2017-08-14 00:04:16,142.104,142.104
2017-08-14 00:04:17,142.104,142.104
2017-08-14 00:04:18,142.104,142.104
2017-08-14 00:04:19,142.104,142.104
2017-08-14 00:04:21,142.104,142.104
2017-08-14 00:04:22,142.104,142.104
2017-08-14 00:04:23,142.104,142.104
2017-08-14 00:04:24,142.104,142.104
2017-08-14 00:04:25,142.104,142.104
2017-08-14 00:04:26,142.104,142.104
2017-08-14 00:04:28,142.104,142.104
2017-08-14 00:04:29,142.104,142.104
2017-08-14 00:04:30,142.104,142.104
2017-08-14 00:04:31,142.104,142.104
2017-08-14 00:04:32,142.104,142.104
2017-08-14 00:04:34,142.104,142.104
2017-08-14 00:04:35,142.104,142.104
2017-08-14 00:04:36,142.104,142.104
2017-08-14 00:04:37,142.104,142.104
2017-08-14 00:04:38,142.104,142.104
2017-08-14 00:04:39,142.104,142.104
2017-08-14 00:04:41,142.104,142.104
2017-08-14 00:04:42,142.104,142.104
2017-08-14 00:04:43,142.104,142.104
2017-08-14 00:04:44,142.104,142.104
2017-08-14 00:04:45,142.104,142.104
2017-08-14 00:04:46,142.104,142.104
2017-08-14 00:04:48,142.104,142.104
2017-08-14 00:04:49,142.104,142.104
2017-08-14 00:04:50,142.104,142.104
2017-08-14 00:04:51,142.104,142.104
2017-08-14 00:04:52,142.104,142.104
2017-08-14 00:04:54,142.104,142.104
2017-08-14 00:04:55,142.104,142.104
2017-08-14 00:04:56,142.104,142.104
2017-08-14 00:04:57,142.104,142.104
2017-08-14 00:04:58,142.104,142.104
2017-08-14 00:04:59,142.104,142.104
2017-08-14 00:05:01,142.104,142.104
2017-08-14 00:05:02,142.104,142.104
2017-08-14 00:05:03,142.104,142.104
2017-08-14 00:05:04,142.104,142.104
2017-08-14 00:05:05,142.104,142.104
2017-08-14 00:05:07,142.104,142.104
2017-08-14 00:05:08,142.104,142.104
2017-08-14 00:05:09,142.104,142.104
2017-08-14 00:05:10,142.104,142.104
2017-08-14 00:05:11,142.104,142.104
2017-08-14 00:05:12,142.104,142.104
2017-08-14 00:05:14,142.104,142.104
2017-08-14 00:05:15,142.104,142.104
2017-08-14 00:05:16,142.104,142.104
2017-08-14 00:05:17,142.104,142.104
2017-08-14 00:05:18,142.104,142.104
2017-08-14 00:05:19,142.104,142.104
2017-08-14 00:05:21,142.104,142.104
2017-08-14 00:05:22,142.104,142.104
2017-08-14 00:05:23,142.104,142.104
2017-08-14 00:05:24,142.104,142.104
2017-08-14 00:05:25,142.104,142.104
2017-08-14 00:05:27,142.104,142.104
2017-08-14 00:05:28,142.104,142.104
2017-08-14 00:05:29,142.104,142.104
2017-08-14 00:05:30,142.104,142.104
2017-08-14 00:05:31,142.104,142.104
2017-08-14 00:05:32,142.104,142.104
2017-08-14 00:05:34,142.104,142.104
2017-08-14 00:05:35,142.104,142.104
2017-08-14 00:05:36,142.104,142.104
2017-08-14 00:05:37,142.104,142.104
2017-08-14 00:05:38,142.104,142.104
2017-08-14 00:05:39,142.104,142.104
2017-08-14 00:05:41,142.104,142.104
2017-08-14 00:05:42,142.104,142.104
2017-08-14 00:05:43,142.104,142.104
2017-08-14 00:05:44,142.104,142.104
2017-08-14 00:05:45,142.104,142.104
2017-08-14 00:05:47,142.104,142.104
2017-08-14 00:05:48,142.104,142.104
2017-08-14 00:05:49,142.104,142.104
2017-08-14 00:05:50,142.104,142.104
2017-08-14 00:05:51,142.104,142.104
2017-08-14 00:05:52,142.104,142.104
2017-08-14 00:05:54,142.104,142.104
2017-08-14 00:05:55,142.104,142.104
2017-08-14 00:05:56,142.104,142.104
2017-08-14 00:05:57,142.104,142.104
2017-08-14 00:05:58,142.104,142.104
2017-08-14 00:06:00,142.104,142.104
2017-08-14 00:06:01,142.104,142.104
2017-08-14 00:06:02,142.104,142.104
2017-08-14 00:06:03,142.104,142.104
2017-08-14 00:06:04,142.104,142.104
2017-08-14 00:06:05,142.104,142.104
2017-08-14 00:06:07,142.104,142.104
2017-08-14 00:06:08,142.104,142.104
2017-08-14 00:06:09,142.104,142.104
2017-08-14 00:06:10,142.104,142.104
2017-08-14 00:06:11,142.104,142.104
2017-08-14 00:06:12,142.104,142.104
2017-08-14 00:06:14,142.104,142.104
2017-08-14 00:06:15,142.104,142.104
2017-08-14 00:06:16,142.104,142.104
2017-08-14 00:06:17,142.104,142.104
2017-08-14 00:06:18,142.104,142.104
2017-08-14 00:06:20,142.104,142.104
2017-08-14 00:06:21,142.104,142.104
2017-08-14 00:06:22,142.104,142.104
2017-08-14 00:06:23,142.104,142.104
2017-08-14 00:06:24,142.104,142.104
2017-08-14 00:06:25,142.104,142.104
2017-08-14 00:06:27,142.104,142.104
2017-08-14 00:06:28,142.104,142.104
2017-08-14 00:06:29,142.104,142.104
2017-08-14 00:06:30,142.104,142.104
2017-08-14 00:06:31,142.104,142.104
2017-08-14 00:06:32,142.104,142.104
2017-08-14 00:06:34,142.104,142.104
2017-08-14 00:06:35,142.104,142.104
2017-08-14 00:06:36,142.104,142.104
2017-08-14 00:06:37,142.104,142.104
2017-08-14 00:06:38,142.104,142.104
2017-08-14 00:06:40,142.104,142.104
2017-08-14 00:06:41,142.104,142.104
2017-08-14 00:06:42,142.104,142.104
2017-08-14 00:06:43,142.104,142.104
2017-08-14 00:06:44,142.104,142.104
2017-08-14 00:06:45,142.104,142.104
2017-08-14 00:06:47,142.104,142.104
2017-08-14 00:06:48,142.104,142.104
2017-08-14 00:06:49,142.104,142.104
2017-08-14 00:06:50,142.104,142.104
2017-08-14 00:06:51,142.104,142.104
2017-08-14 00:06:53,142.104,142.104
2017-08-14 00:06:54,142.104,142.104
2017-08-14 00:06:55,142.104,142.104
2017-08-14 00:06:56,142.104,142.104
2017-08-14 00:06:57,142.104,142.104
2017-08-14 00:06:58,142.104,142.104
2017-08-14 00:07:00,142.104,142.104
2017-08-14 00:07:01,142.104,142.104
2017-08-14 00:07:02,142.104,142.104
2017-08-14 00:07:03,142.104,142.104
2017-08-14 00:07:04,142.104,142.104
2017-08-14 00:07:05,142.104,142.104
2017-08-14 00:07:07,142.104,142.104
2017-08-14 00:07:08,142.104,142.104
2017-08-14 00:07:09,142.104,142.104
2017-08-14 00:07:10,142.104,142.104
2017-08-14 00:07:11,142.104,142.104
2017-08-14 00:07:13,142.104,142.104
2017-08-14 00:07:14,142.104,142.104
2017-08-14 00:07:15,142.104,142.104
2017-08-14 00:07:16,142.104,142.104
2017-08-14 00:07:17,142.104,142.104
2017-08-14 00:07:18,142.104,142.104
2017-08-14 00:07:20,142.104,142.104
2017-08-14 00:07:21,142.104,142.104
2017-08-14 00:07:22,142.104,142.104
2017-08-14 00:07:23,142.104,142.104
2017-08-14 00:07:24,142.104,142.104
2017-08-14 00:07:25,142.104,142.104
2017-08-14 00:07:27,142.104,142.104
2017-08-14 00:07:28,142.104,142.104
2017-08-14 00:07:29,142.104,142.104
2017-08-14 00:07:30,142.104,142.104
2017-08-14 00:07:31,142.104,142.104
2017-08-14 00:07:33,142.104,142.104
2017-08-14 00:07:34,142.104,142.104
2017-08-14 00:07:35,142.104,142.104
2017-08-14 00:07:36,142.104,142.104
2017-08-14 00:07:37,142.104,142.104
2017-08-14 00:07:38,142.104,142.104
2017-08-14 00:07:40,142.104,142.104
2017-08-14 00:07:41,142.104,142.104
2017-08-14 00:07:42,142.104,142.104
2017-08-14 00:07:43,142.104,142.104
2017-08-14 00:07:44,142.104,142.104
2017-08-14 00:07:45,142.104,142.104
2017-08-14 00:07:47,142.104,142.104
2017-08-14 00:07:48,142.104,142.104
2017-08-14 00:07:49,142.104,142.104
2017-08-14 00:07:50,142.104,142.104
2017-08-14 00:07:51,142.104,142.104
2017-08-14 00:07:53,142.104,142.104
2017-08-14 00:07:54,142.104,142.104
2017-08-14 00:07:55,142.104,142.104
2017-08-14 00:07:56,142.104,142.104
2017-08-14 00:07:57,142.104,142.104
2017-08-14 00:07:58,142.104,142.104
2017-08-14 00:08:00,142.104,142.104
2017-08-14 00:08:01,142.104,142.104
2017-08-14 00:08:02,142.104,142.104
2017-08-14 00:08:03,142.104,142.104
2017-08-14 00:08:04,142.104,142.104
2017-08-14 00:08:06,142.104,142.104
2017-08-14 00:08:07,142.104,142.104
2017-08-14 00:08:08,142.104,142.104
2017-08-14 00:08:09,142.104,142.104
2017-08-14 00:08:10,142.104,142.104
2017-08-14 00:08:11,142.104,142.104
2017-08-14 00:08:13,142.104,142.104
2017-08-14 00:08:14,142.104,142.104
2017-08-14 00:08:15,142.104,142.104
2017-08-14 00:08:16,142.104,142.104
2017-08-14 00:08:17,142.104,142.104
2017-08-14 00:08:18,142.104,142.104
2017-08-14 00:08:20,142.104,142.104
2017-08-14 00:08:21,142.104,142.104
2017-08-14 00:08:22,142.104,142.104
2017-08-14 00:08:23,142.104,142.104
2017-08-14 00:08:24,142.104,142.104
2017-08-14 00:08:26,142.104,142.104
2017-08-14 00:08:27,142.104,142.104
2017-08-14 00:08:28,142.104,142.104
2017-08-14 00:08:29,142.104,142.104
2017-08-14 00:08:30,142.104,142.104
2017-08-14 00:08:31,142.104,142.104
2017-08-14 00:08:33,142.104,142.104
2017-08-14 00:08:34,142.104,142.104
2017-08-14 00:08:35,142.104,142.104
2017-08-14 00:08:36,142.104,142.104
2017-08-14 00:08:37,142.104,142.104
2017-08-14 00:08:38,142.104,142.104
2017-08-14 00:08:40,142.104,142.104
2017-08-14 00:08:41,142.104,142.104
2017-08-14 00:08:42,142.104,142.104
2017-08-14 00:08:43,142.104,142.104
2017-08-14 00:08:44,142.104,142.104
2017-08-14 00:08:46,142.104,142.104
2017-08-14 00:08:47,142.104,142.104
2017-08-14 00:08:48,142.104,142.104
2017-08-14 00:08:49,142.104,142.104
2017-08-14 00:08:50,142.104,142.104
2017-08-14 00:08:51,142.104,142.104
2017-08-14 00:08:53,142.104,142.104
2017-08-14 00:08:54,142.104,142.104
2017-08-14 00:08:55,142.104,142.104
2017-08-14 00:08:56,142.104,142.104
2017-08-14 00:08:57,142.104,142.104
2017-08-14 00:08:59,142.104,142.104
2017-08-14 00:09:00,142.104,142.104
2017-08-14 00:09:01,142.104,142.104
2017-08-14 00:09:02,142.104,142.104
2017-08-14 00:09:03,142.104,142.104
2017-08-14 00:09:04,142.104,142.104
2017-08-14 00:09:06,142.104,142.104
2017-08-14 00:09:07,142.104,142.104
2017-08-14 00:09:08,142.104,142.104
2017-08-14 00:09:09,142.104,142.104
2017-08-14 00:09:10,142.104,142.104
2017-08-14 00:09:11,142.104,142.104
2017-08-14 00:09:13,142.104,142.104
2017-08-14 00:09:14,142.104,142.104
2017-08-14 00:09:15,142.104,142.104
2017-08-14 00:09:16,142.104,142.104
2017-08-14 00:09:17,142.104,142.104
2017-08-14 00:09:19,142.104,142.104
2017-08-14 00:09:20,142.104,142.104
2017-08-14 00:09:21,142.104,142.104
2017-08-14 00:09:22,142.104,142.104
2017-08-14 00:09:23,142.104,142.104
2017-08-14 00:09:24,142.104,142.104
2017-08-14 00:09:26,142.104,142.104
2017-08-14 00:09:27,142.104,142.104
2017-08-14 00:09:28,142.104,142.104
2017-08-14 00:09:29,142.104,142.104
2017-08-14 00:09:30,142.104,142.104
2017-08-14 00:09:31,142.104,142.104
2017-08-14 00:09:33,142.104,142.104
2017-08-14 00:09:34,142.104,142.104
2017-08-14 00:09:35,142.104,142.104
2017-08-14 00:09:36,142.104,142.104
2017-08-14 00:09:37,142.104,142.104
2017-08-14 00:09:39,142.104,142.104
2017-08-14 00:09:40,142.104,142.104
2017-08-14 00:09:41,142.104,142.104
2017-08-14 00:09:42,142.104,142.104
2017-08-14 00:09:43,142.104,142.104
2017-08-14 00:09:44,142.104,142.104
2017-08-14 00:09:46,142.104,142.104
2017-08-14 00:09:47,142.104,142.104
2017-08-14 00:09:48,142.104,142.104
2017-08-14 00:09:49,142.104,142.104
2017-08-14 00:09:50,142.104,142.104
2017-08-14 00:09:52,142.104,142.104
2017-08-14 00:09:53,142.104,142.104
2017-08-14 00:09:54,142.104,142.104
2017-08-14 00:09:55,142.104,142.104
2017-08-14 00:09:56,142.104,142.104
2017-08-14 00:09:57,142.104,142.104
2017-08-14 00:09:59,142.104,142.104
2017-08-14 00:10:00,142.104,142.104
2017-08-14 00:10:01,142.104,142.104
2017-08-14 00:10:02,142.104,142.104
2017-08-14 00:10:03,142.104,142.104
2017-08-14 00:10:04,142.104,142.104
2017-08-14 00:10:06,142.104,142.104
2017-08-14 00:10:07,142.104,142.104
2017-08-14 00:10:08,142.104,142.104
2017-08-14 00:10:09,142.104,142.104
2017-08-14 00:10:10,142.104,142.104
2017-08-14 00:10:12,142.104,142.104
2017-08-14 00:10:13,142.104,142.104
2017-08-14 00:10:14,142.104,142.104
2017-08-14 00:10:15,142.104,142.104
2017-08-14 00:10:16,142.104,142.104
2017-08-14 00:10:17,142.104,142.104
2017-08-14 00:10:19,142.104,142.104
2017-08-14 00:10:20,142.104,142.104
2017-08-14 00:10:21,142.104,142.104
2017-08-14 00:10:22,142.104,142.104
2017-08-14 00:10:23,142.104,142.104
2017-08-14 00:10:24,142.104,142.104
2017-08-14 00:10:26,142.104,142.104
2017-08-14 00:10:27,142.104,142.104
2017-08-14 00:10:28,142.104,142.104
2017-08-14 00:10:29,142.104,142.104
2017-08-14 00:10:30,142.104,142.104
2017-08-14 00:10:32,142.104,142.104
2017-08-14 00:10:33,142.104,142.104
2017-08-14 00:10:34,142.104,142.104
2017-08-14 00:10:35,142.104,142.104
2017-08-14 00:10:36,142.104,142.104
2017-08-14 00:10:37,142.104,142.104
2017-08-14 00:10:39,142.104,142.104
2017-08-14 00:10:40,142.104,142.104
2017-08-14 00:10:41,142.104,142.104
2017-08-14 00:10:42,142.104,142.104
2017-08-14 00:10:43,142.104,142.104
2017-08-14 00:10:45,142.104,142.104
2017-08-14 00:10:46,142.104,142.104
2017-08-14 00:10:47,142.104,142.104
2017-08-14 00:10:48,142.104,142.104
2017-08-14 00:10:49,142.104,142.104
2017-08-14 00:10:50,142.104,142.104
2017-08-14 00:10:52,142.104,142.104
2017-08-14 00:10:53,142.104,142.104
2017-08-14 00:10:54,142.104,142.104
2017-08-14 00:10:55,142.104,142.104
2017-08-14 00:10:56,142.104,142.104
2017-08-14 00:10:57,142.104,142.104
2017-08-14 00:10:59,142.104,142.104
2017-08-14 00:11:00,142.104,142.104
2017-08-14 00:11:01,142.104,142.104
2017-08-14 00:11:02,142.104,142.104
2017-08-14 00:11:03,142.104,142.104
2017-08-14 00:11:05,142.104,142.104
2017-08-14 00:11:06,142.104,142.104
2017-08-14 00:11:07,142.104,142.104
2017-08-14 00:11:08,142.104,142.104
2017-08-14 00:11:09,142.104,142.104
2017-08-14 00:11:10,142.104,142.104
2017-08-14 00:11:12,142.104,142.104
2017-08-14 00:11:13,142.104,142.104
2017-08-14 00:11:14,142.104,142.104
2017-08-14 00:11:15,142.104,142.104
2017-08-14 00:11:16,142.104,142.104
2017-08-14 00:11:17,142.104,142.104
2017-08-14 00:11:19,142.104,142.104
2017-08-14 00:11:20,142.104,142.104
2017-08-14 00:11:21,142.104,142.104
2017-08-14 00:11:22,142.104,142.104
2017-08-14 00:11:23,142.104,142.104
2017-08-14 00:11:25,142.104,142.104
2017-08-14 00:11:26,142.104,142.104
2017-08-14 00:11:27,142.104,142.104
2017-08-14 00:11:28,142.104,142.104
2017-08-14 00:11:29,142.104,142.104
2017-08-14 00:11:30,142.104,142.104
2017-08-14 00:11:32,142.104,142.104
2017-08-14 00:11:33,142.104,142.104
2017-08-14 00:11:34,142.104,142.104
2017-08-14 00:11:35,142.104,142.104
2017-08-14 00:11:36,142.104,142.104
2017-08-14 00:11:38,142.104,142.104
2017-08-14 00:11:39,142.104,142.104
2017-08-14 00:11:40,142.104,142.104
2017-08-14 00:11:41,142.104,142.104
2017-08-14 00:11:42,142.104,142.104
2017-08-14 00:11:43,142.104,142.104
2017-08-14 00:11:45,142.104,142.104
2017-08-14 00:11:46,142.104,142.104
2017-08-14 00:11:47,142.104,142.104
2017-08-14 00:11:48,142.104,142.104
2017-08-14 00:11:49,142.104,142.104
2017-08-14 00:11:50,142.104,142.104
2017-08-14 00:11:52,142.104,142.104
2017-08-14 00:11:53,142.104,142.104
2017-08-14 00:11:54,142.104,142.104
2017-08-14 00:11:55,142.104,142.104
2017-08-14 00:11:56,142.104,142.104
2017-08-14 00:11:58,142.104,142.104
2017-08-14 00:11:59,142.104,142.104
2017-08-14 00:12:00,142.104,142.104
2017-08-14 00:12:01,142.104,142.104
2017-08-14 00:12:02,142.104,142.104
2017-08-14 00:12:03,142.104,142.104
2017-08-14 00:12:05,142.104,142.104
2017-08-14 00:12:06,142.104,142.104
2017-08-14 00:12:07,142.104,142.104
2017-08-14 00:12:08,142.104,142.104
2017-08-14 00:12:09,142.104,142.104
2017-08-14 00:12:10,142.104,142.104
2017-08-14 00:12:12,142.104,142.104
2017-08-14 00:12:13,142.104,142.104
2017-08-14 00:12:14,142.104,142.104
2017-08-14 00:12:15,142.104,142.104
2017-08-14 00:12:16,142.104,142.104
2017-08-14 00:12:18,142.104,142.104
2017-08-14 00:12:19,142.104,142.104
2017-08-14 00:12:20,142.104,142.104
2017-08-14 00:12:21,142.104,142.104
2017-08-14 00:12:22,142.104,142.104
2017-08-14 00:12:23,142.104,142.104
2017-08-14 00:12:25,142.104,142.104
2017-08-14 00:12:26,142.104,142.104
2017-08-14 00:12:27,142.104,142.104
2017-08-14 00:12:28,142.104,142.104
2017-08-14 00:12:29,142.104,142.104
2017-08-14 00:12:31,142.104,142.104
2017-08-14 00:12:32,142.104,142.104
2017-08-14 00:12:33,142.104,142.104
2017-08-14 00:12:34,142.104,142.104
2017-08-14 00:12:35,142.104,142.104
2017-08-14 00:12:36,142.104,142.104
2017-08-14 00:12:38,142.104,142.104
2017-08-14 00:12:39,142.104,142.104
2017-08-14 00:12:40,142.104,142.104
2017-08-14 00:12:41,142.104,142.104
2017-08-14 00:12:42,142.104,142.104
2017-08-14 00:12:43,142.104,142.104
2017-08-14 00:12:45,142.104,142.104
2017-08-14 00:12:46,142.104,142.104
2017-08-14 00:12:47,142.104,142.104
2017-08-14 00:12:48,142.104,142.104
2017-08-14 00:12:49,142.104,142.104
2017-08-14 00:12:51,142.104,142.104
2017-08-14 00:12:52,142.104,142.104
2017-08-14 00:12:53,142.104,142.104
2017-08-14 00:12:54,142.104,142.104
2017-08-14 00:12:55,142.104,142.104
2017-08-14 00:12:56,142.104,142.104
2017-08-14 00:12:58,142.104,142.104
2017-08-14 00:12:59,142.104,142.104
2017-08-14 00:13:00,142.104,142.104
2017-08-14 00:13:01,142.104,142.104
2017-08-14 00:13:02,142.104,142.104
2017-08-14 00:13:03,142.104,142.104
